id,course_id,start,end,course_type,category,course_name,course_syllabus,course_keyword,course_category,_pref
201,NJU/EE001/2014_T1,2016-08-08 08:00:00,2017-02-01 00:00:00,0,,新生大學生活導學,"開設大學生活導學課程，通過講解大學精神，介紹南京大學及電子學院的學科特色，傳授學習方法，幫助新同學在思想上儘快完成從中學生到大學生的角色轉變，儘快選擇和確立適合自己的學習發展目標，自覺地培養高效學習、研究性、創造性學習的能力，爲將來成爲拔尖創新人才和各行各業領軍人才奠定堅實的基礎。
課程考覈：提交2000字的書面材料，談談自己未來4年大學生活的規劃和發展目標。","新生大學生活導學,隨堂模式,,",商管,1
203,NJU/EE002/2014_T1,2016-08-08 08:00:00,2017-02-01 00:00:00,0,,新生數學基礎預修,本課程相關的視頻及習題資源節選自清華大學於歆傑老師的《電路原理》MOOC課程，主要供同學們在正式學習我校《電路分析》課程之前，對必要的數學基礎知識進行預修，以更好的掌握電路相關的知識點。,"新生數學基礎預修,隨堂模式,南京大學,",程式,1
594,NNGLOBAL/MOOC002/2014_2015_2,2015-03-01 08:00:00,2015-08-01 08:00:00,0,,移動應用界面設計,本課程主要是以MOOC與輔導相結合的方式進行授課，是一門講解智能手機APP用戶界面（UI）的設計和製作的課程，引導學生對UI設計的概念和思路以及UI設計工具的撐握。通過輔導UI設計的實驗，提高學生興趣，爲以後的Android和ios課程打好基礎。,"移動應用界面設計,隨堂模式,,",程式,1
595,NNGLOBAL/MOOC003/2014_2015_2,2015-03-01 08:00:00,2015-07-31 23:30:00,0,,操作系統原理,操作系統課講解操作系統中如何管理和協調應用程序對計算機系統中軟硬件資源的使用。,"操作系統原理,隨堂模式,,",程式,1
695,NNGLOBAL/gem01/2015_T2,2015-03-01 08:00:00,2016-09-15 00:00:00,0,,C++程序設計入門,課程分《C++語言程序設計基礎》和《C++語言程序設計進階》，各8周。 本課程爲基礎篇,"C++程序設計入門,隨堂模式,",程式,1
811,NNGLOBAL/mooc007/2015_T2,2015-04-01 08:00:00,2016-09-15 00:00:00,0,,C++程序設計入門進階篇,，要求必須先修《C++語言程序設計基礎》或者閱讀《C++語言程序設計》（第4版）1-5章。內容包括數組與指針、繼承與多態、運算符重載、模板與泛型程序設計、文件I/O、異常處理。教材：《C++語言程序設計》（第4版）6-12章，《C++語言程序設計（第4版）學生用書》6-12章,"C++程序設計入門進階篇,隨堂模式,",程式,1
719,PEC/20220214X_9/2015_T1,2015-03-02 00:00:00,2015-06-01 08:00:00,0,,電路原理_2015春,,"電路原理_2015春,隨堂模式,,",程式,1
617,PEC/20220214_4X/2015_T1,2016-08-31 16:30:00,2016-11-01 16:00:00,0,,合肥工業大學_電路理論2016秋,電無處不在。人類文明的進程，幾乎就是研究和利用電的過程。電路是用電爲人類服務的直接工具。電路原理這門課程教會你分析和設計電路的基本方法。,"合肥工業大學_電路理論(下）2016秋,隨堂模式,,",科學,1
618,PEC/20220214_5X/2015_T1,2015-03-02 00:30:00,2015-12-01 00:00:00,0,,武漢職業技術學院_電路原理,電無處不在。人類文明的進程，幾乎就是研究和利用電的過程。電路是用電爲人類服務的直接工具。電路原理這門課程教會你分析和設計電路的基本方法。,"武漢職業技術學院_電路原理,隨堂模式,,",程式,1
504,RiceX/Phys102x/_,2014-01-13 21:00:00,2014-04-14 20:00:00,0,physics,Electricity & Magnetism,這門課程將介紹電磁學，包括電荷，電場力和磁場力，電磁感應，電流和電阻。,"Electricity & Magnetism,隨堂模式,萊斯大學,物理",商管,1
1286,SEMS/LIKE150505/2015_06,2015-06-11 08:00:00,2015-08-11 00:00:00,0,,優勢領導力-發現你的領導風格,優勢領導應用國際領導風格測評工具PDP以“三面鏡子”爲基礎，全方位的分析性格與行爲的關係。透過本課程可以使學員透過下列方式提升領導力： （1）鍛鍊自己對性格優勢的敏感度； （2）認識自己與下屬的性格優勢； （3）尊重與欣賞下屬與團隊的性格優勢。,"優勢領導力-發現你的領導風格,隨堂模式,,",語言,1
834,SpocDemo/20250064X/2015,2015-03-03 00:00:00,2016-03-03 00:00:00,0,,模擬電子基礎,電子技術的應用“無所不在”。不管哪個領域、哪個行業，爲實現現代化、自動化、信息化，就必須配以電子系統。“電子技術基礎”課程教授實現電子系統必備的基礎知識。,"模擬電子基礎,隨堂模式,",科學,1
269,TSINGHUA/DATA101/2014_T2,2014-09-01 08:00:00,2015-01-25 08:00:00,0,,大數據平臺,本課程爲《大數據平臺系統》課程實驗平臺，學生需在本平臺完成課程的實驗作業。,"大數據平臺,隨堂模式,清華大學,",商管,1
271,TSINGHUA/DATA103/2014_T2,2014-11-01 08:00:00,2015-02-01 08:00:00,0,,大數據系統基礎B,本課程爲《大數據系統基礎（B）》課程實驗平臺，學生需在本平臺完成課程的實驗作業。,"大數據系統基礎B,隨堂模式,清華大學,",程式,1
681,TSINGHUA/yaoclass2015/2015_T2,2015-03-20 08:00:00,2015-07-15 00:00:00,0,,操作系統2015,,"操作系統2015,隨堂模式,清華大學,",程式,1
839,TestVpc/xuetang_test_01/2015_T2,2015-11-12 07:30:00,2015-12-20 02:00:00,0,,MOOC課程創建-測試,,"MOOC課程創建-測試,隨堂模式,",程式,1
797,ThtfSEM/THTF_1_01/2015_04,2015-04-13 08:00:00,2015-06-01 00:00:00,0,,解碼集團公司的市值成長,"本課程爲朱武祥教授在4月13日講授的線下課程，主要提供教授在線下課程中使用的講義和案例分析。
本課程從企業發展面臨的瓶頸處破題，系統的闡述集團公司投資價值提升和業務板塊投資價值提升的驅動因素，總結實踐案例，提出集團公司市值成長四步方法即：第一步，從新定義與定位企業與業務領域，第二步，進行商業模式的創新，第三步，進行經營策略的調整（守正出奇），第四步，協同效應的發揮。幫助學員從戰略高度理解集團公司的市值成長方法，從價值提升的角度審視自身的公司和業務板塊。","解碼集團公司的市值成長,隨堂模式,,",商管,1
777,ThtfSEM/THTF_2_01/2015_04,2015-04-13 08:00:00,2015-05-14 00:00:00,0,,經營活動與財務報表,會計系統作爲企業的信息系統，實際上反映了企業的經濟活動；財務報告是會計系統的重要產品。在本課程中，我們將介紹基於財務報告進行企業分析的思路框架、所必須的各種分析工具，以及如何將這些工具應用於各種不同的商業決策中。,"經營活動與財務報表,隨堂模式,,",商管,1
788,ThtfSEM/THTF_2_02/2015_04,2016-08-12 17:00:00,2017-06-30 00:00:00,0,,財務報表與戰略管理,財務報表記錄着企業日常的經營活動，它爲我們打開了一扇瞭解企業的天窗，通過財務報表的解讀，我們能透析企業的生存狀況、發展潛力，從而爲企業自身和外部投資者的投資決策提供重要的信息。,"財務報表與戰略管理,隨堂模式,,",商管,1
465,TsinghuaSEM/MOOC2014004/2015_03,2015-03-02 10:00:00,2015-04-13 10:00:00,0,,企業估值[MOOC2],本課程由FIRST FINANCE Institute第一金融學院提供全面支持，是巴黎HEC商學院和清華經管在線立課教育聯合推出的頂尖金融課程系列之公司金融系列的第二門課程，圍繞企業估值展開。,"企業估值[MOOC2],隨堂模式,,",商管,1
466,TsinghuaSEM/MOOC2014005/2015_04,2015-04-27 10:00:00,2015-06-08 10:00:00,0,,投資決策和財務管理[MOOC3],本課程由FIRST FINANCE Institute第一金融學院提供全面支持，是巴黎HEC商學院和清華經管在線立課教育聯合推出的頂尖金融課程系列之公司金融系列的第三門課程，圍繞投資決策和財務管理展開。,"投資決策和財務管理[MOOC3],隨堂模式,,",商管,1
845,TsinghuaX/THUSEM009/_,2015-05-18 08:00:00,2015-06-22 10:00:00,0,economics,互聯網思維,本課程將嘗試定義互聯網思維，從創造需求、消除信息不對稱與增強個體參與等方面總結互聯網能給企業與個人帶來的本質價值。,"互聯網思維,隨堂模式,清華大學,經管·會計",商管,1
846,TsinghuaX/THUSEM010/_,2015-05-18 08:00:00,2015-06-22 10:00:00,0,computer,大數據與物聯網,存儲技術、計算技術、商務智能與社交網絡的發展讓一個新的領域得到了前所未有的發展，這就是大數據。在窺知所有數據細節的年代，我們將會有哪幾種數據將會成爲未來商務應用的重要來源，而這些商務應用的模式究竟會是怎樣？,"大數據與物聯網,隨堂模式,清華大學,計算機",商管,1
765,TsinghuaX/TSINGHUA102/_,2015-04-26 08:00:00,,1,education,校園風物與大學文化——以清華大學爲例,一次美麗的邂逅，一場人文的對話，一生清華的眷戀。,"校園風物與大學文化——以清華大學爲例（自主模式）,自主模式,清華大學,教育",語言,1
232,USTC/MOOC001/2014_T2,2014-08-20 08:00:00,2016-12-31 00:00:00,0,,MOOC製作與運營,本課程嘗試以MOOCs的形式來介紹MOOCs的製作和運營，讓各位學習者在體驗MOOCs的同時，初步瞭解如何充分利用MOOCs的優勢和特性，製作一門出色的在線課程。,"MOOC製作與運營,隨堂模式,中國科學技術大學,",商管,1
262,USTC/MOOC003/2014_T2,2014-07-31 07:30:00,2020-03-12 00:00:00,0,,雲計算與軟件工程1,CS169.1x講授設計可持久化軟件的基礎知識，利用敏捷開發技術以及 Ruby on Rails 來開發雲服務 (SaaS)。,"雲計算與軟件工程1,隨堂模式,中國科學技術大學,",程式,1
795,YunTech/YunTech001/2015_T1,2015-05-29 08:00:00,2015-09-18 00:00:00,0,art,2D動畫製作,"本課程將以「趣味、創意、易學、實用」爲目標，每次都融合一個小故事爲主，每週八個小單元,可以完成1~2個小故事，突破傳統的教學方法。","2D動畫製作（2015春季班）,隨堂模式,臺灣雲林科技大學,藝術·設計",商管,1
6524,course-v1:11+11+11,2015-06-28 02:30:00,2016-06-28 00:00:00,0,,111,不懂曾經苦難就不懂昨日的反抗與革命，不懂曾經動亂就不懂今日的改革與法治，本課程將爲你概要地講述1840年以來中國人民追求民族解放與復興之路的偉大曆程。 這門課的教材是《中國近現代史綱要》，高等教育出版社，2013年修訂版；主要參考書是王憲明、蔡樂蘇主編：《中國近現代史述要》，清華大學出版社，2008年版。 這門課程一共有13周的教學內容（三篇綜述、十章正課）。每週的教學內容包含若干段教學視頻（其中十章正課後還各有一段回顧本章學習重點、難點或討論當前研究熱點問題的“Q ”視頻）。每週教學視頻後附有一定量的習題和閱讀材料。另外，我們大約每4周將安排一次線上測試，以便大家鞏固學習的內容；本學期一共有三次線上測試。 除了線上教學內容外，我們還安排了豐富的線下小班討論活動。我們將會不定期地在網上提前公佈討論的主題和閱讀材料，同學們可根據個人興趣與時間安排自願報名參與。我們的課程還將安排若干次名師輔導講座，邀請在相關領域富有研究的老師來爲同學們講解一些重大的歷史事件或問題。 對於選修《中國近現代史綱要》線上課程並希望以此獲得學分的清華大學同學，你們除了要完成以上的學習環節，還須參加期末統一組織的線下考試。最終的課程成績將,"111,隨堂模式,,",商管,1
9000,course-v1:1111+111+111,2016-09-26 08:00:00,2016-11-27 23:30:00,0,,對計算機科學的介紹,你知道崑曲嗎？你欣賞過崑曲嗎？清華大學《崑曲藝術欣賞》課（學堂在線課程對應爲《原來奼紫嫣紅開遍——崑曲藝術欣賞》和《攜手向花間——崑曲經典劇目欣賞》）將陪伴你走進崑曲的世界，告訴你關於崑曲的基本知識，希望你和我們一起成爲崑曲的愛好者。,"對計算機科學的介紹,隨堂模式,,",音樂,1
9804,course-v1:365dx+006+2017_T1,2017-01-13 08:00:00,2017-07-15 00:00:00,0,,營養和健康——第1部分：宏量營養素和營養過剩,學習營養物質的基礎和其對人類健康的影響。,"營養和健康——第1部分：宏量營養素和營養過剩(2017春),隨堂模式,,",運動,1
9983,course-v1:365dx+035+2017_T1,2017-02-20 00:00:00,2017-07-15 00:00:00,0,,創客培養,《創客培養》將讓你成爲創客和科技達人,"創客培養(2017春),隨堂模式,,",商管,1
9985,course-v1:365dx+036+2017_T1,2017-02-20 08:00:00,2017-07-15 00:00:00,0,,奇異的仿生學,師法自然，通過向自然學習，人類獲得了源源不斷的創造力。仿生學的起源、誕生與發展也是人類文明與科技進步的發展歷程。,"奇異的仿生學（2017春）,隨堂模式,吉林大學,",科學,1
9999,course-v1:365dx+041+2017_T1,2017-02-21 08:00:00,2017-07-15 00:00:00,0,,雲計算與軟件工程 · 第I部分,CS169.1x講授設計可持久化軟件的基礎知識，利用敏捷開發技術以及 Ruby on Rails 來開發雲服務 (SaaS)。,"雲計算與軟件工程 · 第I部分（2017春）,隨堂模式,加州大學伯克利分校,",程式,1
9498,course-v1:365dx+109+2017_T1,2017-01-13 08:00:00,2017-07-15 00:00:00,0,,市場營銷實務,營銷是企業最核心的競爭力，也是人人都需要的一項能力。不管你是誰，不論你營銷的是什麼。,"市場營銷實務(2017春),隨堂模式,,",商管,1
12285,course-v1:365dx+111+2017_7,2017-07-07 08:00:00,2017-09-14 23:30:00,0,,形勢與政策2,我國周邊14個陸地鄰國基本情況介紹課程是涉及多個專業領域的一門基礎課。課程主要內容包括：朝鮮、俄羅斯、蒙古、哈薩克斯坦、吉爾吉斯斯坦、塔吉克斯坦、阿富汗、印度、巴基斯坦、緬甸、尼泊爾、不丹、老撾、越南14個陸上鄰國的國家基本情況。每個國家主要圍繞自然地理、政治經濟、社會人文、民族宗教、國防軍事等方面介紹。,"形勢與政策2（test）,隨堂模式,,",科學,1
5736,course-v1:365dx+130+2016_T1,2016-03-01 08:00:00,2016-06-01 00:00:00,0,,大學計算機——計算思維的視角,全面培養學生的計算科學修養，信息素養，培養學生良好的計算思維能力，提高學生的計算機應用水平和計算機問題求解能力。,"大學計算機——計算思維的視角（2016春）,隨堂模式,,",科學,1
5762,course-v1:365dx+159+2016_T1,2016-03-01 08:00:00,2016-07-01 00:00:00,0,,MOOCs製作與運營,MOOCs（大規模開放在線課程），是當前教育界炙手可熱的字眼。本課程將帶你認識MOOCs，並瞭解其製作和運營的基本手段和方法技巧。,"MOOCs製作與運營（2016春）,隨堂模式,,",商管,1
12266,course-v1:365dx+201+2017_T2,2017-07-06 08:00:00,2017-07-31 00:00:00,0,,測試課程,企業家講授，教授點評，案例與理論結合，幫你打開通往創業的大門，讓你掌握並學會運用機會識別等創業理論，感受冒險進取、堅持不懈的創業精神的魅力。,"測試課程,隨堂模式,,",商管,1
10866,course-v1:ACCA+FA1-MA1.X+3T2017,2017-07-03 08:00:00,2017-09-11 08:00:00,0,,Introduction to Financial and Management Accounting,Start learning towards a qualification and a career in business and finance with this introduction level course from ACCA-X.,"Introduction to Financial and Management Accounting,隨堂模式,ACCA,",商管,1
11713,course-v1:ACCA+FA1_X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,初級財務會計,ACCA-X在線學習課程專爲世界各地對會計和商務感興趣的人士設計， 讓您隨時隨地在多個電子設備上學習。,"初級財務會計（2017秋）,隨堂模式,ACCA,經管·會計",商管,1
10865,course-v1:ACCA+FA2-MA2.X+3T2017,2017-07-03 08:00:00,2017-09-11 08:00:00,0,,Intermediate Financial and Management Accounting,Get business-ready and prepare for a qualification by building your finance and accountancy skills with this course from ACCA-X.,"Intermediate Financial and Management Accounting,隨堂模式,ACCA,",商管,1
6395,course-v1:ACCA+FA2-MA2_X+2016_T2,2016-09-19 08:00:00,2017-01-20 23:30:00,0,economics,中級財務和管理會計,ACCA-X在線學習課程專爲世界各地對會計和商務感興趣的人士設計， 讓您隨時隨地在多個電子設備上學習。,"中級財務和管理會計,隨堂模式,ACCA,經管·會計",商管,1
11714,course-v1:ACCA+FA2_X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,中級財務會計,ACCA-X在線學習課程專爲世界各地對會計和商務感興趣的人士設計， 讓您隨時隨地在多個電子設備上學習。,"中級財務會計（2017秋）,隨堂模式,ACCA,經管·會計",商管,1
10869,course-v1:ACCA+FAB-F1.x+3T2017,2017-07-13 08:00:00,2017-09-11 08:00:00,0,,Accountant in Business,"Understand the role of accountants in ensuring businesses operate effectively, efficiently and ethically with this ACCA-X course.","Accountant in Business,隨堂模式,ACCA,",商管,1
10867,course-v1:ACCA+FFA-F3.x+3T2017,2017-07-03 08:00:00,2017-09-11 08:00:00,0,,Financial Accounting,"Learn the underlying concepts of financial accounting, accounting techniques and the preparation of financial statements with this ACCA-X course.","Financial Accounting,隨堂模式,ACCA,",商管,1
10868,course-v1:ACCA+FMA-F2.x+3T2017,2017-07-03 08:00:00,2017-09-11 08:00:00,0,,Management Accounting,"Learn management accounting techniques to support businesses to plan, control, monitor and enhance performance with this ACCA-X course.","Management Accounting,隨堂模式,ACCA,",商管,1
11712,course-v1:ACCA+MA1_X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,初級管理會計,ACCA-X在線學習課程專爲世界各地對會計和商務感興趣的人士設計， 讓您隨時隨地在多個電子設備上學習。,"初級管理會計（2017秋）,隨堂模式,ACCA,經管·會計",商管,1
11717,course-v1:ACCA+MA2_X+2017_T2,2017-09-05 08:00:00,2017-12-25 23:30:00,0,economics,中級管理會計,會計和商務基礎知識。如果沒有相關知識，建議先修財務及管理會計基礎課。,"中級管理會計（2017秋）,隨堂模式,ACCA,經管·會計",商管,1
7648,course-v1:ANUx+EBM01x+1T2017,2017-01-31 08:00:00,2018-01-30 08:00:00,0,,Evidence-Based Practice in Management,Learn how to make better managerial decisions through the judicious and strategic use of the best available evidence.,"Evidence-Based Practice in Management,隨堂模式,澳洲國立大學,",商管,1
7724,course-v1:ANUx+EBM02x+2T2017,2017-05-03 08:00:00,2018-05-02 08:00:00,0,,Evidence-Based Business Communication,Learn how to achieve effective communication by evaluating evidence to identify and support the best communications strategies for your business.,"Evidence-Based Business Communication,隨堂模式,澳洲國立大學,",商管,1
